T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
352,Iceland,2017,Tourism expenditure (millions of US dollars),,,3024,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
352,Iceland,2018,Tourism expenditure (millions of US dollars),,,3128,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
356,India,1995,Tourist/visitor arrivals (thousands),TF,,2124,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
356,India,2005,Tourist/visitor arrivals (thousands),TF,,3919,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
356,India,2010,Tourist/visitor arrivals (thousands),TF,,5776,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
356,India,2016,Tourist/visitor arrivals (thousands),TF,,14570,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
356,India,2017,Tourist/visitor arrivals (thousands),TF,,15543,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
356,India,2018,Tourist/visitor arrivals (thousands),TF,,17423,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
356,India,2005,Tourism expenditure (millions of US dollars),,,7659,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
356,India,2016,Tourism expenditure (millions of US dollars),,,23111,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
356,India,2017,Tourism expenditure (millions of US dollars),,,27878,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
356,India,2018,Tourism expenditure (millions of US dollars),,,29143,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,1995,Tourist/visitor arrivals (thousands),VF,,4324,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,2005,Tourist/visitor arrivals (thousands),VF,,5002,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,2010,Tourist/visitor arrivals (thousands),VF,,7003,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,2016,Tourist/visitor arrivals (thousands),VF,,11519,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,2017,Tourist/visitor arrivals (thousands),VF,,14040,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,2018,Tourist/visitor arrivals (thousands),VF,,15810,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,2005,Tourism expenditure (millions of US dollars),,,5094,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,2010,Tourism expenditure (millions of US dollars),,,7618,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,2016,Tourism expenditure (millions of US dollars),,,12566,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,2017,Tourism expenditure (millions of US dollars),,,14691,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
360,Indonesia,2018,Tourism expenditure (millions of US dollars),,,15600,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
364,Iran (Islamic Republic of),1995,Tourist/visitor arrivals (thousands),VF,,568,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
364,Iran (Islamic Republic of),2010,Tourist/visitor arrivals (thousands),VF,,2938,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
364,Iran (Islamic Republic of),2016,Tourist/visitor arrivals (thousands),VF,,4942,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
364,Iran (Islamic Republic of),2017,Tourist/visitor arrivals (thousands),VF,,4867,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
364,Iran (Islamic Republic of),2018,Tourist/visitor arrivals (thousands),VF,,7295,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
364,Iran (Islamic Republic of),1995,Tourism expenditure (millions of US dollars),,,205,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
364,Iran (Islamic Republic of),2005,Tourism expenditure (millions of US dollars),,,1025,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
364,Iran (Islamic Republic of),2010,Tourism expenditure (millions of US dollars),,,2631,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
364,Iran (Islamic Republic of),2016,Tourism expenditure (millions of US dollars),,,3914,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
364,Iran (Islamic Republic of),2017,Tourism expenditure (millions of US dollars),,,4632,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
368,Iraq,1995,Tourist/visitor arrivals (thousands),VF,,61,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
368,Iraq,2010,Tourist/visitor arrivals (thousands),VF,,1518,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
368,Iraq,2005,Tourism expenditure (millions of US dollars),,,186,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
368,Iraq,2010,Tourism expenditure (millions of US dollars),,,1736,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
368,Iraq,2016,Tourism expenditure (millions of US dollars),,,3120,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
368,Iraq,2017,Tourism expenditure (millions of US dollars),,,2959,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
368,Iraq,2018,Tourism expenditure (millions of US dollars),,,1986,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,1995,Tourist/visitor arrivals (thousands),TF,,4818,Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,2005,Tourist/visitor arrivals (thousands),TF,,7333,Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,2010,Tourist/visitor arrivals (thousands),TF,,7134,Break in the time series.;Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,2016,Tourist/visitor arrivals (thousands),TF,,10100,Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,2017,Tourist/visitor arrivals (thousands),TF,,10338,Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,2018,Tourist/visitor arrivals (thousands),TF,,10926,Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,1995,Tourism expenditure (millions of US dollars),,,2697.7927,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,2005,Tourism expenditure (millions of US dollars),,,6779,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,2010,Tourism expenditure (millions of US dollars),,,8185,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,2016,Tourism expenditure (millions of US dollars),,,11429,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,2017,Tourism expenditure (millions of US dollars),,,14294,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
372,Ireland,2018,Tourism expenditure (millions of US dollars),,,14658,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,1995,Tourist/visitor arrivals (thousands),TF,,2215,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,2005,Tourist/visitor arrivals (thousands),TF,,1903,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,2010,Tourist/visitor arrivals (thousands),TF,,2803,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,2016,Tourist/visitor arrivals (thousands),TF,,2900,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,2017,Tourist/visitor arrivals (thousands),TF,,3613,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,2018,Tourist/visitor arrivals (thousands),TF,,4121,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,1995,Tourism expenditure (millions of US dollars),,,3491,Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,2005,Tourism expenditure (millions of US dollars),,,2750,Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,2010,Tourism expenditure (millions of US dollars),,,5621,Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,2016,Tourism expenditure (millions of US dollars),,,6587,Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,2017,Tourism expenditure (millions of US dollars),,,7578,Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
376,Israel,2018,Tourism expenditure (millions of US dollars),,,8073,Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,1995,Tourist/visitor arrivals (thousands),TF,,31052,Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,2005,Tourist/visitor arrivals (thousands),TF,,36513,Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,2010,Tourist/visitor arrivals (thousands),TF,,43626,Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,2016,Tourist/visitor arrivals (thousands),TF,,52372,Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,2017,Tourist/visitor arrivals (thousands),TF,,58253,Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,2018,Tourist/visitor arrivals (thousands),TF,,61567.2,Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,1995,Tourism expenditure (millions of US dollars),,,30411,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,2005,Tourism expenditure (millions of US dollars),,,38364,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,2016,Tourism expenditure (millions of US dollars),,,42423,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,2017,Tourism expenditure (millions of US dollars),,,46719,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
380,Italy,2018,Tourism expenditure (millions of US dollars),,,51602,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,1995,Tourist/visitor arrivals (thousands),TF,,1147,Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,2005,Tourist/visitor arrivals (thousands),TF,,1479,Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,2010,Tourist/visitor arrivals (thousands),TF,,1922,Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,2016,Tourist/visitor arrivals (thousands),TF,,2182,Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,2017,Tourist/visitor arrivals (thousands),TF,,2353,Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,2018,Tourist/visitor arrivals (thousands),TF,,2473,Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,1995,Tourism expenditure (millions of US dollars),,,1069,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,2005,Tourism expenditure (millions of US dollars),,,1545,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,2010,Tourism expenditure (millions of US dollars),,,2001,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,2016,Tourism expenditure (millions of US dollars),,,2539,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,2017,Tourism expenditure (millions of US dollars),,,2809,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
388,Jamaica,2018,Tourism expenditure (millions of US dollars),,,3099,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,1995,Tourist/visitor arrivals (thousands),VF,,3345,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,2005,Tourist/visitor arrivals (thousands),VF,,6728,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,2010,Tourist/visitor arrivals (thousands),VF,,8611,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,2016,Tourist/visitor arrivals (thousands),VF,,24040,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,2017,Tourist/visitor arrivals (thousands),VF,,28691,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,2018,Tourist/visitor arrivals (thousands),VF,,31192,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,1995,Tourism expenditure (millions of US dollars),,,4894,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,2005,Tourism expenditure (millions of US dollars),,,15554,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,2010,Tourism expenditure (millions of US dollars),,,15356,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,2016,Tourism expenditure (millions of US dollars),,,33456,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,2017,Tourism expenditure (millions of US dollars),,,36978,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
392,Japan,2018,Tourism expenditure (millions of US dollars),,,45276,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,1995,Tourist/visitor arrivals (thousands),TF,,1075,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,2005,Tourist/visitor arrivals (thousands),TF,,2987,Break in the time series.;Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,2010,Tourist/visitor arrivals (thousands),TF,,4207,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,2016,Tourist/visitor arrivals (thousands),TF,,3567,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,2017,Tourist/visitor arrivals (thousands),TF,,3843.5,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,2018,Tourist/visitor arrivals (thousands),TF,,4150,Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,1995,Tourism expenditure (millions of US dollars),,,973,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,2005,Tourism expenditure (millions of US dollars),,,1759,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,2010,Tourism expenditure (millions of US dollars),,,4390,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,2016,Tourism expenditure (millions of US dollars),,,4943,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,2017,Tourism expenditure (millions of US dollars),,,5549,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
400,Jordan,2018,Tourism expenditure (millions of US dollars),,,6221,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
398,Kazakhstan,2005,Tourist/visitor arrivals (thousands),TF,,3143,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
398,Kazakhstan,2010,Tourist/visitor arrivals (thousands),TF,,2991,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
398,Kazakhstan,1995,Tourism expenditure (millions of US dollars),,,155,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
398,Kazakhstan,2005,Tourism expenditure (millions of US dollars),,,801,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
398,Kazakhstan,2010,Tourism expenditure (millions of US dollars),,,1236,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
398,Kazakhstan,2016,Tourism expenditure (millions of US dollars),,,2038,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
398,Kazakhstan,2017,Tourism expenditure (millions of US dollars),,,2356,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
398,Kazakhstan,2018,Tourism expenditure (millions of US dollars),,,2651,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
404,Kenya,1995,Tourist/visitor arrivals (thousands),TF,,918,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
404,Kenya,2005,Tourist/visitor arrivals (thousands),TF,,1399,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
404,Kenya,2010,Tourist/visitor arrivals (thousands),TF,,1470,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
404,Kenya,2016,Tourist/visitor arrivals (thousands),TF,,1268,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
404,Kenya,2017,Tourist/visitor arrivals (thousands),TF,,1364,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
404,Kenya,1995,Tourism expenditure (millions of US dollars),,,785,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
404,Kenya,2005,Tourism expenditure (millions of US dollars),,,969,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
404,Kenya,2010,Tourism expenditure (millions of US dollars),,,1620,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
404,Kenya,2016,Tourism expenditure (millions of US dollars),,,1471,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
404,Kenya,2017,Tourism expenditure (millions of US dollars),,,1564,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
296,Kiribati,1995,Tourist/visitor arrivals (thousands),TF,,3.9,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
296,Kiribati,2005,Tourist/visitor arrivals (thousands),TF,,4.1,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
296,Kiribati,2010,Tourist/visitor arrivals (thousands),TF,,4.7,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
296,Kiribati,2016,Tourist/visitor arrivals (thousands),TF,,5.7,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
296,Kiribati,2017,Tourist/visitor arrivals (thousands),TF,,5.8,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
296,Kiribati,2018,Tourist/visitor arrivals (thousands),TF,,7.1,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
296,Kiribati,2010,Tourism expenditure (millions of US dollars),,,4.3,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
296,Kiribati,2016,Tourism expenditure (millions of US dollars),,,2.8,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
296,Kiribati,2017,Tourism expenditure (millions of US dollars),,,4.1,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,1995,Tourist/visitor arrivals (thousands),VF,,1443,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,2005,Tourist/visitor arrivals (thousands),VF,,3474,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,2010,Tourist/visitor arrivals (thousands),VF,,5208,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,2016,Tourist/visitor arrivals (thousands),VF,,7055,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,2017,Tourist/visitor arrivals (thousands),VF,,7407,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,2018,Tourist/visitor arrivals (thousands),VF,,8508,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,1995,Tourism expenditure (millions of US dollars),,,307,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,2005,Tourism expenditure (millions of US dollars),,,413,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,2010,Tourism expenditure (millions of US dollars),,,574,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,2016,Tourism expenditure (millions of US dollars),,,831,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,2017,Tourism expenditure (millions of US dollars),,,643,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
414,Kuwait,2018,Tourism expenditure (millions of US dollars),,,919,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
417,Kyrgyzstan,2005,Tourist/visitor arrivals (thousands),VF,,319,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
417,Kyrgyzstan,2010,Tourist/visitor arrivals (thousands),VF,,1224,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
417,Kyrgyzstan,2016,Tourist/visitor arrivals (thousands),VF,,3853,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
417,Kyrgyzstan,2017,Tourist/visitor arrivals (thousands),VF,,4568,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
417,Kyrgyzstan,2018,Tourist/visitor arrivals (thousands),VF,,6947,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
417,Kyrgyzstan,2005,Tourism expenditure (millions of US dollars),,,94,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
417,Kyrgyzstan,2010,Tourism expenditure (millions of US dollars),,,212,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
417,Kyrgyzstan,2016,Tourism expenditure (millions of US dollars),,,477,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
417,Kyrgyzstan,2017,Tourism expenditure (millions of US dollars),,,480,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
417,Kyrgyzstan,2018,Tourism expenditure (millions of US dollars),,,487,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,1995,Tourist/visitor arrivals (thousands),TF,,60,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
418,Lao People's Dem. Rep.,2005,Tourist/visitor arrivals (thousands),TF,,672,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
